"rental_id","durasi_sewa_aktual","jatah_durasi_film","denda_yang_dibayar"
8092,2,6,2.99
8093,8,4,8.99
8094,8,4,6.99
8095,9,3,6.99
8096,9,4,9.99
8097,9,4,9.99
8098,3,3,0.99
8099,2,5,0.99
8100,5,5,2.99
8101,3,4,0.99
8102,6,7,2.99
8103,7,3,6.99
8104,6,4,2.99
8105,1,5,0.99
8106,2,4,4.99
8107,8,5,3.99
8108,6,3,7.99
8109,3,6,4.99
8110,7,3,4.99
8111,1,4,4.99
8112,6,4,4.99
8113,9,5,8.99
8114,8,4,8.99
8115,6,7,4.99
8116,1,4,0.99
8117,8,4,6.99
8118,4,5,2.99
8119,7,6,3.99
8120,3,4,0.99
8121,5,3,2.99
8122,1,4,2.99
8123,7,3,4.99
8124,3,6,2.99
8125,2,6,4.99
8126,8,6,4.99
8127,3,5,2.99
8128,9,7,2.99
8129,3,7,2.99
8130,8,4,4.99
8131,5,7,0.99
8132,5,5,0.99
8133,4,6,0.99
8134,6,4,6.99
8135,6,3,3.99
8136,4,3,1.99
8137,6,7,4.99
8138,4,7,4.99
8139,6,7,0.99
8140,2,5,4.99
8141,2,5,0.99
8142,3,5,4.99
8143,4,7,2.99
8144,3,5,4.99
8145,8,7,5.99
8146,3,3,0.99
8147,2,7,2.99
8148,5,6,4.99
8149,4,3,3.99
8150,5,3,6.99
8151,3,3,0.99
8152,9,6,3.99
8153,4,7,4.99
8154,4,6,4.99
8155,5,6,2.99
8156,4,3,3.99
8157,7,5,6.99
8158,4,7,0.99
8159,7,3,4.99
8160,8,5,3.99
8161,6,6,0.99
8162,7,5,4.99
8163,3,5,0.99
8164,2,3,0.99
8165,4,4,2.99
8166,6,4,2.99
8167,7,3,6.99
8168,2,6,4.99
8169,9,5,4.99
8170,6,3,3.99
8171,2,7,0.99
8172,9,4,7.99
8173,9,7,6.99
8174,7,7,4.99
8175,10,7,7.99
8176,6,4,4.99
8177,5,5,0.99
8178,5,5,2.99
8179,2,7,2.99
8180,4,4,4.99
8181,9,7,4.99
8182,4,3,3.99
8183,7,6,5.99
8184,3,6,4.99
8185,3,6,0.99
8186,3,3,0.99
8187,6,3,7.99
8188,4,5,4.99
8189,7,5,4.99
8190,7,3,4.99
8191,3,6,4.99
8192,2,4,2.99
8193,4,4,0.99
8194,1,4,2.99
8195,7,4,5.99
8196,9,3,6.99
8197,8,3,9.99
8198,9,6,3.99
8199,7,7,0.99
8200,1,7,2.99
8201,4,6,2.99
8202,6,5,1.99
8203,3,3,0.99
8204,5,3,4.99
8205,2,6,0.99
8206,7,3,4.99
8207,9,4,5.99
8208,4,5,4.99
8209,10,4,6.99
8210,9,3,6.99
8211,7,5,2.99
8212,7,7,2.99
8213,3,6,2.99
8214,10,7,5.99
8215,6,4,2.99
8216,9,4,7.99
8217,6,3,5.99
8218,5,6,2.99
8219,6,7,2.99
8220,3,4,2.99
8221,5,5,2.99
8222,8,5,5.99
8223,6,4,6.99
8224,5,3,2.99
8225,2,7,2.99
8226,3,3,2.99
8227,2,3,4.99
8228,5,7,4.99
8229,2,4,2.99
8230,8,7,5.99
8231,2,4,0.99
8232,8,6,4.99
8233,5,5,0.99
8234,5,6,0.99
8235,5,7,4.99
8236,2,3,2.99
8237,8,6,2.99
8238,4,6,0.99
8239,0,5,0.99
8240,7,7,0.99
8241,5,3,4.99
8242,7,4,7.99
8243,6,4,6.99
8244,7,5,2.99
8245,7,4,3.99
8246,7,4,3.99
8247,8,4,6.99
8248,7,4,7.99
8249,9,4,5.99
8250,6,6,2.99
8251,5,3,4.99
8252,2,5,2.99
8253,9,7,6.99
8254,5,5,0.99
8255,3,7,0.99
8256,2,3,4.99
8257,6,6,2.99
8258,6,6,0.99
8259,3,4,0.99
8260,8,7,1.99
8261,6,6,0.99
8262,4,3,1.99
8263,2,3,2.99
8264,5,5,4.99
8265,8,7,5.99
8266,1,7,0.99
8267,6,4,6.99
8268,7,7,4.99
8269,6,7,2.99
8270,0,4,4.99
8271,9,3,6.99
8272,5,4,5.99
8273,8,7,5.99
8274,3,4,4.99
8275,1,4,4.99
8276,5,6,0.99
8277,6,7,2.99
8278,7,6,5.99
8279,5,5,2.99
8280,7,3,4.99
8281,6,7,0.99
8282,7,7,0.99
8283,7,4,3.99
8284,9,3,6.99
8285,5,7,0.99
8286,8,3,5.99
8287,9,6,3.99
8288,7,5,6.99
8289,8,3,9.99
8290,5,4,3.99
8291,5,3,2.99
8292,9,6,7.99
8293,6,7,2.99
8294,4,6,2.99
8295,1,3,2.99
8296,3,5,2.99
8297,2,7,4.99
8298,7,7,4.99
8299,1,6,2.99
8300,7,6,1.99
8301,3,7,0.99
8302,1,4,0.99
8303,6,6,4.99
8304,4,4,4.99
8305,8,7,1.99
8306,3,7,2.99
8307,8,4,6.99
8308,6,5,5.99
8309,3,7,4.99
8310,8,4,8.99
8311,4,3,5.99
8312,2,4,0.99
8313,4,5,0.99
8314,8,7,3.99
8315,0,4,0.99
8316,5,3,4.99
8317,5,3,2.99
8318,1,3,2.99
8319,3,4,0.99
8320,5,5,4.99
8321,3,3,4.99
8322,4,5,4.99
8323,8,6,4.99
8324,4,3,5.99
8325,8,6,2.99
8326,3,6,2.99
8327,2,7,2.99
8328,5,3,6.99
8329,8,5,5.99
8330,7,3,8.99
8331,6,5,3.99
8332,5,5,4.99
8333,4,4,2.99
8334,9,6,7.99
8335,2,3,0.99
8336,7,3,8.99
8337,4,4,0.99
8338,9,3,6.99
8339,1,4,4.99
8340,9,5,4.99
8341,6,7,4.99
8342,3,6,0.99
8343,4,5,2.99
8344,8,6,4.99
8345,4,7,2.99
8346,3,3,2.99
8347,2,5,0.99
8348,7,4,7.99
8349,7,6,5.99
8350,2,6,4.99
8351,1,4,2.99
8352,8,7,1.99
8353,1,3,2.99
8354,3,3,0.99
8355,5,5,2.99
8356,8,4,4.99
8357,3,4,2.99
8358,3,4,0.99
8359,6,5,5.99
8360,4,4,4.99
8361,5,3,2.99
8362,6,3,3.99
8363,8,4,6.99
8364,1,5,4.99
8365,1,6,0.99
8366,7,6,1.99
8367,4,6,2.99
8368,9,6,3.99
8369,3,4,2.99
8370,8,6,6.99
8371,2,7,2.99
8372,8,7,5.99
8373,6,4,4.99
8374,7,4,3.99
8375,6,6,2.99
8376,3,6,4.99
8377,1,3,4.99
8378,4,6,4.99
8379,8,4,4.99
8380,4,5,0.99
8381,2,5,4.99
8382,5,3,6.99
8383,5,4,1.99
8384,3,5,0.99
8385,5,4,5.99
8386,7,6,5.99
8387,2,5,4.99
8388,7,6,5.99
8389,8,4,6.99
8390,6,5,5.99
8391,5,5,2.99
8392,4,3,1.99
8393,9,4,9.99
8394,5,3,4.99
8395,2,5,2.99
8396,1,3,4.99
8397,3,3,2.99
8398,4,5,4.99
8399,6,6,0.99
8400,2,5,4.99
8401,3,5,4.99
8402,9,5,6.99
8403,4,5,4.99
8404,9,4,5.99
8405,9,6,3.99
8406,8,5,5.99
8407,6,4,6.99
8408,1,6,0.99
8409,2,6,0.99
8410,4,7,2.99
8411,9,3,8.99
8412,8,4,6.99
8413,4,3,1.99
8414,8,3,5.99
8415,4,7,2.99
8416,7,6,5.99
8417,8,4,4.99
8418,7,6,1.99
8419,8,3,9.99
8420,8,7,5.99
8421,4,5,4.99
8422,5,4,5.99
8423,8,5,5.99
8424,8,7,3.99
8425,7,3,8.99
8426,9,7,4.99
8427,1,6,4.99
8428,8,3,7.99
8429,2,3,2.99
8430,5,7,0.99
8431,3,7,4.99
8432,1,3,0.99
8433,7,5,2.99
8434,1,6,4.99
8435,4,6,2.99
8436,2,6,0.99
8437,6,4,6.99
8438,6,6,2.99
8439,6,4,2.99
8440,6,3,3.99
8441,6,7,2.99
8442,5,5,0.99
8443,4,6,2.99
8444,7,5,2.99
8445,6,5,1.99
8446,8,4,6.99
8447,7,6,1.99
8448,4,6,0.99
8449,1,4,2.99
8450,3,4,2.99
8451,8,3,5.99
8452,7,4,5.99
8453,1,7,2.99
8454,5,6,0.99
8455,7,6,3.99
8456,7,6,3.99
8457,6,4,6.99
8458,4,6,4.99
8459,6,5,5.99
8460,9,5,6.99
8461,8,5,5.99
8462,6,6,2.99
8463,5,7,4.99
8464,5,6,4.99
8465,2,6,0.99
8466,2,3,0.99
8467,9,6,5.99
8468,4,3,1.99
8469,7,4,3.99
8470,1,7,0.99
8471,3,6,2.99
8472,4,3,1.99
8473,2,6,2.99
8474,3,5,0.99
8475,6,5,1.99
8476,8,4,8.99
8477,8,4,8.99
8478,3,4,4.99
8479,3,3,0.99
8480,7,3,8.99
8481,3,5,2.99
8482,2,3,2.99
8483,5,7,4.99
8484,1,4,2.99
8485,1,7,0.99
8486,3,3,0.99
8487,2,6,4.99
8488,4,4,4.99
8489,4,5,2.99
8490,7,7,0.99
8491,5,5,4.99
8492,4,6,2.99
8493,6,6,0.99
8494,2,3,4.99
8495,8,4,4.99
8496,4,6,4.99
8497,4,6,2.99
8498,6,6,0.99
8499,7,6,3.99
8500,2,6,2.99
8501,1,6,2.99
8502,1,3,2.99
8503,6,3,3.99
8504,9,3,10.99
8505,8,4,6.99
8506,2,7,0.99
8507,9,7,6.99
8508,3,4,0.99
8509,6,5,5.99
8510,7,6,1.99
8511,8,7,5.99
8512,2,3,4.99
8513,2,5,2.99
8514,1,6,0.99
8515,7,5,6.99
8516,4,6,4.99
8517,8,3,7.99
8518,4,4,2.99
8519,5,3,2.99
8520,4,5,4.99
8521,9,4,7.99
8522,8,5,3.99
8523,6,7,2.99
8524,5,5,0.99
8525,1,3,0.99
8526,5,5,2.99
8527,7,6,1.99
8528,9,5,4.99
8529,3,6,2.99
8530,2,7,2.99
8531,8,5,5.99
8532,4,7,4.99
8533,3,3,4.99
8534,4,3,5.99
8535,2,4,4.99
8536,2,4,4.99
8537,8,4,8.99
8538,6,4,6.99
8539,1,7,0.99
8540,9,7,2.99
8541,2,7,0.99
8542,1,7,4.99
8543,5,7,0.99
8544,8,5,3.99
8545,8,6,2.99
8546,5,4,5.99
8547,5,5,2.99
8548,6,3,3.99
8549,8,5,3.99
8550,1,3,0.99
8551,7,7,4.99
8552,7,4,5.99
8553,9,3,10.99
8554,2,6,2.99
8555,1,7,4.99
8556,1,5,0.99
8557,9,3,10.99
8558,2,6,4.99
8559,6,5,3.99
8560,3,6,4.99
8561,7,5,2.99
8562,1,7,0.99
8563,7,6,1.99
8564,7,5,4.99
8565,8,5,7.99
8566,1,7,2.99
8567,5,4,1.99
8568,6,3,7.99
8569,2,5,4.99
8570,8,4,8.99
8571,5,7,0.99
8572,4,3,1.99
8573,9,7,2.99
8574,5,4,1.99
8575,5,3,4.99
8576,5,6,4.99
8577,9,5,6.99
8578,5,7,4.99
8579,1,6,2.99
8580,6,6,2.99
8581,4,6,4.99
8582,5,3,4.99
8583,6,6,0.99
8584,2,5,2.99
8585,5,3,2.99
8586,9,6,7.99
8587,5,7,4.99
8588,2,5,2.99
8589,7,5,4.99
8590,9,3,10.99
8591,3,6,0.99
8592,6,6,0.99
8593,9,6,5.99
8594,4,6,4.99
8595,9,4,9.99
8596,6,6,0.99
8597,7,3,6.99
8598,3,7,2.99
8599,5,4,3.99
8600,2,6,2.99
8601,8,3,9.99
8602,5,6,4.99
8603,6,7,2.99
8604,2,3,4.99
8605,9,5,4.99
8606,1,5,4.99
8607,1,7,4.99
8608,1,3,0.99
8609,8,4,4.99
8610,5,4,5.99
8611,9,6,3.99
8612,8,3,9.99
8613,7,6,5.99
8614,6,5,5.99
8615,5,3,6.99
8616,3,3,2.99
8617,8,4,4.99
8618,8,7,3.99
8619,8,5,5.99
8620,4,7,0.99
8621,1,3,2.99
8622,2,5,4.99
8623,7,3,4.99
8624,4,7,2.99
8625,9,6,3.99
8626,4,4,4.99
8627,7,7,2.99
8628,8,6,6.99
8629,5,5,2.99
8630,5,6,0.99
8631,7,6,1.99
8632,9,3,6.99
8633,3,3,0.99
8634,9,6,3.99
8635,3,5,0.99
8636,4,3,5.99
8637,6,5,5.99
8638,3,5,4.99
8639,4,6,4.99
8640,3,3,4.99
8641,4,4,2.99
8642,5,3,6.99
8643,6,7,4.99
8644,5,3,4.99
8645,1,6,4.99
8646,5,6,0.99
8647,8,4,6.99
8648,2,4,2.99
8649,9,7,6.99
8650,6,5,1.99
8651,9,6,3.99
8652,9,3,6.99
8653,4,7,0.99
8654,9,5,8.99
8655,6,4,4.99
8656,2,3,2.99
8657,2,4,2.99
8658,9,6,5.99
8659,8,4,6.99
8660,7,5,6.99
8661,7,5,2.99
8662,1,6,0.99
8663,1,5,4.99
8664,6,5,5.99
8665,3,3,0.99
8666,8,7,5.99
8667,2,6,2.99
8668,3,4,4.99
8669,3,3,2.99
8670,3,5,4.99
8671,7,5,6.99
8672,8,3,5.99
8673,5,5,2.99
8674,2,7,0.99
8675,1,6,4.99
8676,7,6,1.99
8677,9,3,6.99
8678,7,4,3.99
8679,4,6,4.99
8680,2,5,4.99
8681,3,3,2.99
8682,5,6,4.99
8683,9,4,9.99
8684,9,3,8.99
8685,9,5,6.99
8686,3,5,4.99
8687,3,3,2.99
8688,1,4,0.99
8689,3,4,2.99
8690,3,3,0.99
8691,4,5,0.99
8692,3,4,2.99
8693,3,4,0.99
8694,8,4,8.99
8695,9,5,6.99
8696,9,7,4.99
8697,4,4,4.99
8698,6,3,3.99
8699,9,5,4.99
8700,2,7,0.99
8701,9,5,6.99
8702,7,7,0.99
8703,1,3,2.99
8704,5,4,1.99
8705,4,3,5.99
8706,5,6,4.99
8707,4,4,0.99
8708,6,4,2.99
8709,4,7,0.99
8710,1,4,0.99
8711,2,5,2.99
8712,5,6,2.99
8713,4,4,2.99
8714,6,6,2.99
8715,3,3,0.99
8716,5,3,6.99
8717,3,4,0.99
8718,3,7,0.99
8719,3,4,4.99
8720,6,5,5.99
8721,4,4,4.99
8722,9,3,8.99
8723,8,3,7.99
8724,3,7,0.99
8725,6,7,4.99
8726,8,7,1.99
8727,5,4,3.99
8728,8,3,9.99
8729,2,4,4.99
8730,3,3,2.99
8731,7,3,8.99
8732,9,5,8.99
8733,5,7,4.99
8734,7,5,6.99
8735,5,5,4.99
8736,1,4,0.99
8737,7,6,5.99
8738,4,7,0.99
8739,4,4,2.99
8740,3,7,2.99
8741,5,4,3.99
8742,5,4,1.99
8743,2,4,0.99
8744,7,4,3.99
8745,8,6,2.99
8746,1,7,2.99
8747,1,3,2.99
8748,3,7,2.99
8749,3,6,4.99
8750,2,5,2.99
8751,2,5,2.99
8752,2,6,2.99
8753,2,5,2.99
8754,7,3,4.99
8755,2,7,2.99
8756,4,3,1.99
8757,4,7,2.99
8758,7,3,4.99
8759,9,3,8.99
8760,7,4,7.99
8761,10,5,5.99
8762,6,6,2.99
8763,6,5,3.99
8764,3,7,0.99
8765,2,4,0.99
8766,4,6,0.99
8767,3,3,4.99
8768,5,3,6.99
8769,7,7,2.99
8770,7,4,3.99
8771,5,6,2.99
8772,7,4,5.99
8773,1,3,0.99
8774,2,7,4.99
8775,1,5,4.99
8776,8,3,5.99
8777,1,7,0.99
8778,6,4,6.99
8779,5,6,2.99
8780,5,5,4.99
8781,1,3,0.99
8782,6,7,4.99
8783,4,3,3.99
8784,1,3,4.99
8785,1,6,2.99
8786,5,4,1.99
8787,2,7,4.99
8788,5,4,1.99
8789,7,3,4.99
8790,1,4,0.99
8791,2,3,0.99
8792,9,4,7.99
8793,4,4,0.99
8794,2,3,4.99
8795,2,7,2.99
8796,6,3,5.99
8797,9,7,4.99
8798,7,6,5.99
8799,9,5,6.99
8800,8,7,5.99
8801,3,5,4.99
8802,1,5,2.99
8803,8,3,5.99
8804,3,6,2.99
8805,6,6,2.99
8806,4,5,0.99
8807,3,6,2.99
8808,5,3,4.99
8809,6,5,1.99
8810,10,6,4.99
8811,9,3,10.99
8812,6,3,7.99
8813,7,5,6.99
8814,3,3,4.99
8815,5,5,2.99
8816,3,4,2.99
8817,3,4,4.99
8818,9,6,5.99
8819,8,4,4.99
8820,7,4,5.99
8821,7,6,5.99
8822,8,4,6.99
8823,9,7,6.99
8824,2,6,4.99
8825,7,6,1.99
8826,1,6,2.99
8827,8,6,4.99
8828,1,4,2.99
8829,7,3,8.99
8830,7,7,2.99
8831,10,3,11.99
8832,6,7,4.99
8833,7,5,4.99
8834,7,3,4.99
8835,7,4,3.99
8836,4,7,4.99
8837,9,3,8.99
8838,5,3,2.99
8839,7,6,3.99
8840,8,3,9.99
8841,3,5,4.99
8842,8,6,4.99
8843,7,3,4.99
8844,8,5,5.99
8845,4,4,4.99
8846,5,5,4.99
8847,2,4,4.99
8848,5,3,2.99
8849,5,7,2.99
8850,2,7,2.99
8851,7,3,8.99
8852,7,6,3.99
8853,2,5,0.99
8854,3,4,0.99
8855,4,6,2.99
8856,9,6,3.99
8857,2,6,2.99
8858,3,5,4.99
8859,9,5,8.99
8860,8,4,4.99
8861,9,6,5.99
8862,6,4,2.99
8863,6,5,3.99
8864,1,5,0.99
8865,2,5,4.99
8866,3,6,4.99
8867,5,3,4.99
8868,2,5,4.99
8869,1,6,0.99
8870,9,4,9.99
8871,9,4,9.99
8872,2,4,0.99
8873,5,5,0.99
8874,3,3,0.99
8875,5,3,2.99
8876,3,7,0.99
8877,1,6,2.99
8878,2,7,0.99
8879,7,7,4.99
8880,2,4,0.99
8881,5,3,4.99
8882,4,7,0.99
8883,5,4,1.99
8884,6,4,6.99
8885,7,4,7.99
8886,9,3,10.99
8887,5,3,4.99
8888,2,5,2.99
8889,3,5,2.99
8890,6,4,6.99
8891,7,3,4.99
8892,7,7,4.99
8893,2,6,2.99
8894,1,5,4.99
8895,1,5,2.99
8896,1,3,4.99
8897,2,6,2.99
8898,6,5,1.99
8899,2,3,0.99
8900,7,7,2.99
8901,3,5,2.99
8902,6,4,6.99
8903,0,5,0.99
8904,5,6,0.99
8905,5,4,5.99
8906,8,4,4.99
8907,4,4,4.99
8908,1,4,0.99
8909,7,4,5.99
8910,1,7,2.99
8911,3,6,0.99
8912,3,6,0.99
8913,7,5,6.99
8914,5,6,2.99
8915,5,4,3.99
8916,4,4,4.99
8917,6,4,2.99
8918,5,3,4.99
8919,9,3,8.99
8920,3,3,4.99
8921,1,4,0.99
8922,9,4,9.99
8923,4,3,3.99
8924,6,3,3.99
8925,0,6,0.99
8926,4,7,4.99
8927,2,5,4.99
8928,6,6,2.99
8929,7,6,5.99
8930,3,4,0.99
8931,3,5,2.99
8932,5,3,2.99
8933,3,3,0.99
8934,2,4,4.99
8935,3,6,0.99
8936,2,3,2.99
8937,9,4,5.99
8938,1,3,4.99
8939,2,3,4.99
8940,6,3,3.99
8941,3,3,0.99
8942,7,7,4.99
8943,3,5,0.99
8944,7,5,6.99
8945,8,4,4.99
8946,5,3,6.99
8947,5,6,4.99
8948,5,7,4.99
8949,9,4,5.99
8950,8,3,9.99
8951,9,3,8.99
8952,3,7,4.99
8953,3,6,4.99
8954,7,7,2.99
8955,5,4,5.99
8956,2,3,0.99
8957,7,6,1.99
8958,7,5,2.99
8959,7,3,8.99
8960,2,6,4.99
8961,7,5,6.99
8962,8,7,1.99
8963,9,4,9.99
8964,7,6,1.99
8965,6,4,6.99
8966,1,3,2.99
8967,7,5,6.99
8968,1,5,0.99
8969,7,3,8.99
8970,8,7,3.99
8971,9,6,5.99
8972,5,7,0.99
8973,8,7,1.99
8974,5,7,0.99
8975,8,5,5.99
8976,5,5,2.99
8977,6,3,7.99
8978,7,6,1.99
8979,9,6,5.99
8980,5,7,2.99
8981,7,4,7.99
8982,1,4,0.99
8983,1,5,0.99
8984,5,3,6.99
8985,7,7,0.99
8986,1,4,0.99
8987,9,3,6.99
8988,8,5,7.99
8989,7,7,4.99
8990,8,4,8.99
8991,2,4,2.99
8992,2,6,4.99
8993,2,6,4.99
8994,8,6,6.99
8995,8,6,4.99
8996,1,3,0.99
8997,4,6,0.99
8998,9,3,6.99
8999,2,5,2.99
9000,9,4,7.99
9001,1,5,4.99
9002,1,7,4.99
9003,1,4,2.99
9004,1,5,4.99
9005,4,6,0.99
9006,1,3,0.99
9007,3,3,0.99
9008,1,6,4.99
9009,8,4,8.99
9010,7,4,5.99
9011,6,5,5.99
9012,7,5,4.99
9013,5,7,4.99
9014,2,3,2.99
9015,9,3,10.99
9016,5,3,6.99
9017,5,7,4.99
9018,8,4,6.99
9019,4,3,5.99
9020,9,4,7.99
9021,4,5,0.99
9022,4,3,3.99
9023,8,7,5.99
9024,6,4,4.99
9025,1,6,4.99
9026,2,7,2.99
9027,4,7,2.99
9028,3,3,2.99
9029,5,3,4.99
9030,4,3,3.99
9031,5,5,4.99
9032,2,4,4.99
9033,6,4,2.99
9034,9,4,7.99
9035,7,7,2.99
9036,1,7,4.99
9037,9,5,4.99
9038,7,6,3.99
9039,9,7,2.99
9040,4,6,4.99
9041,2,4,0.99
9042,5,6,2.99
9043,3,3,4.99
9044,1,5,0.99
9045,9,3,8.99
9046,2,5,2.99
9047,9,4,7.99
9048,6,3,5.99
9049,5,3,2.99
9050,7,3,8.99
9051,8,3,5.99
9052,4,4,0.99
9053,2,6,4.99
9054,9,5,6.99
9055,2,5,2.99
9056,4,6,0.99
9057,2,7,2.99
9058,1,3,2.99
9059,9,6,3.99
9060,4,6,0.99
9061,9,7,6.99
9062,3,7,0.99
9063,6,3,3.99
9064,8,5,7.99
9065,1,5,4.99
9066,3,5,4.99
9067,5,3,6.99
9068,9,4,5.99
9069,3,5,4.99
9070,2,4,0.99
9071,2,3,2.99
9072,5,3,2.99
9073,6,3,7.99
9074,2,6,2.99
9075,3,7,4.99
9076,9,4,5.99
9077,9,7,2.99
9078,1,4,0.99
9079,1,4,2.99
9080,7,6,1.99
9081,4,3,3.99
9082,7,6,3.99
9083,8,7,5.99
9084,4,3,5.99
9085,4,5,4.99
9086,7,7,0.99
9087,3,5,4.99
9088,2,5,0.99
9089,1,3,0.99
9090,9,6,3.99
9091,8,7,5.99
9092,7,3,8.99
9093,5,4,3.99
9094,8,6,4.99
9095,1,7,0.99
9096,2,7,0.99
9097,5,6,4.99
9098,9,6,3.99
9099,2,7,0.99
9100,6,3,5.99
9101,3,6,4.99
9102,5,6,4.99
9103,1,5,0.99
9104,7,4,7.99
9105,6,4,6.99
9106,3,7,2.99
9107,6,4,4.99
9108,5,5,4.99
9109,8,7,5.99
9110,4,5,2.99
9111,5,4,3.99
9112,5,7,4.99
9113,1,4,0.99
9114,6,4,4.99
9115,5,3,4.99
9116,4,4,0.99
9117,8,4,8.99
9118,3,4,2.99
9119,4,5,4.99
9120,9,5,8.99
9121,6,4,2.99
9122,6,7,2.99
9123,3,3,2.99
9124,7,6,3.99
9125,8,5,5.99
9126,3,7,0.99
9127,1,3,2.99
9128,8,3,5.99
9129,8,3,9.99
9130,5,3,2.99
9131,2,3,2.99
9132,3,7,0.99
9133,8,3,5.99
9134,2,5,0.99
9135,4,4,4.99
9136,1,7,0.99
9137,7,3,6.99
9138,1,7,2.99
9139,4,4,2.99
9140,7,3,8.99
9141,6,3,5.99
9142,5,6,0.99
9143,8,4,6.99
9144,6,7,0.99
9145,8,4,6.99
9146,9,4,7.99
9147,3,4,0.99
9148,5,3,4.99
9149,2,4,0.99
9150,9,5,6.99
9151,8,5,3.99
9152,1,5,2.99
9153,4,4,4.99
9154,6,5,3.99
9155,3,7,2.99
9156,1,7,2.99
9157,6,5,5.99
9158,3,6,0.99
9159,4,6,0.99
9160,7,4,3.99
9161,3,3,4.99
9162,3,3,0.99
9163,1,5,4.99
9164,9,7,2.99
9165,4,3,5.99
9166,5,3,4.99
9167,9,5,4.99
9168,9,6,5.99
9169,7,3,4.99
9170,6,7,0.99
9171,8,5,5.99
9172,5,5,2.99
9173,5,6,4.99
9174,1,4,4.99
9175,3,5,0.99
9176,3,3,4.99
9177,9,4,5.99
9178,9,3,10.99
9179,6,6,0.99
9180,2,3,4.99
9181,3,5,0.99
9182,9,6,7.99
9183,7,4,7.99
9184,2,6,4.99
9185,7,4,5.99
9186,1,4,4.99
9187,5,3,2.99
9188,7,5,6.99
9189,7,7,2.99
9190,4,3,1.99
9191,6,3,3.99
9192,5,3,2.99
9193,3,5,2.99
9194,7,7,2.99
9195,5,6,2.99
9196,1,3,2.99
9197,4,5,4.99
9198,8,3,5.99
9199,2,5,0.99
9200,9,5,4.99
9201,9,6,5.99
9202,8,7,3.99
9203,2,4,0.99
9204,4,7,4.99
9205,9,7,6.99
9206,4,4,4.99
9207,1,5,2.99
9208,7,6,5.99
9209,4,3,5.99
9210,9,4,9.99
9211,8,7,1.99
9212,7,5,2.99
9213,2,4,0.99
9214,7,5,4.99
9215,7,6,5.99
9216,1,7,0.99
9217,6,7,4.99
9218,8,3,5.99
9219,2,5,0.99
9220,8,7,1.99
9221,7,3,6.99
9222,9,3,6.99
9223,5,7,2.99
9224,2,4,0.99
9225,3,3,0.99
9226,7,6,1.99
9227,8,5,7.99
9228,6,6,2.99
9229,9,5,8.99
9230,1,4,0.99
9231,3,7,0.99
9232,3,3,0.99
9233,8,5,3.99
9234,3,7,2.99
9235,7,6,5.99
9236,9,3,10.99
9237,1,7,2.99
9238,9,4,5.99
9239,7,4,3.99
9240,4,5,4.99
9241,5,3,2.99
9242,3,7,4.99
9243,7,5,4.99
9244,4,7,0.99
9245,7,3,6.99
9246,3,4,0.99
9247,3,4,4.99
9248,6,6,0.99
9249,6,3,5.99
9250,5,5,0.99
9251,9,4,5.99
9252,8,7,1.99
9253,1,7,4.99
9254,5,4,1.99
9255,8,3,9.99
9256,6,6,0.99
9257,5,6,2.99
9258,6,7,2.99
9259,7,6,1.99
9260,8,3,9.99
9261,9,3,6.99
9262,6,5,1.99
9263,5,5,2.99
9264,3,5,4.99
9265,3,5,0.99
9266,1,5,4.99
9267,5,6,0.99
9268,6,6,4.99
9269,3,6,0.99
9270,1,7,0.99
9271,1,3,4.99
9272,6,4,4.99
9273,9,4,9.99
9274,7,5,4.99
9275,1,6,0.99
9276,7,6,5.99
9277,6,3,3.99
9278,4,7,2.99
9279,8,5,7.99
9280,6,4,6.99
9281,6,3,5.99
9282,8,6,6.99
9283,2,6,4.99
9284,2,6,0.99
9285,7,4,5.99
9286,1,3,2.99
9287,3,5,2.99
9288,5,3,6.99
9289,8,6,6.99
9290,7,4,3.99
9291,6,6,4.99
9292,8,4,6.99
9293,6,3,3.99
9294,8,7,3.99
9295,4,4,0.99
9296,9,3,6.99
9297,4,6,4.99
9298,8,5,3.99
9299,9,6,5.99
9300,6,5,1.99
9301,1,5,4.99
9302,1,6,2.99
9303,4,7,2.99
9304,3,7,2.99
9305,9,5,8.99
9306,3,5,0.99
9307,2,5,0.99
9308,9,5,6.99
9309,8,6,2.99
9310,4,7,4.99
9311,8,5,7.99
9312,4,4,2.99
9313,6,5,5.99
9314,1,6,2.99
9315,2,4,4.99
9316,6,4,6.99
9317,9,7,2.99
9318,7,3,6.99
9319,4,5,0.99
9320,7,5,6.99
9321,7,5,6.99
9322,7,3,6.99
9323,4,3,3.99
9324,7,6,1.99
9325,9,7,6.99
9326,2,6,2.99
9327,9,5,8.99
9328,6,4,2.99
9329,9,3,6.99
9330,9,3,10.99
9331,2,7,4.99
9332,3,6,4.99
9333,1,5,2.99
9334,4,7,2.99
9335,2,4,4.99
9336,6,6,0.99
9337,1,6,2.99
9338,9,3,10.99
9339,9,6,3.99
9340,5,7,2.99
9341,2,4,2.99
9342,9,3,8.99
9343,3,3,4.99
9344,8,3,5.99
9345,8,3,9.99
9346,4,3,5.99
9347,6,5,5.99
9348,8,6,2.99
9349,9,4,9.99
9350,3,6,4.99
9351,3,5,2.99
9352,1,3,0.99
9353,7,5,4.99
9354,3,4,4.99
9355,4,7,0.99
9356,4,7,4.99
9357,9,5,8.99
9358,8,6,2.99
9359,1,5,2.99
9360,5,4,5.99
